Id,LotFrontage,LotArea,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
137,69.0,10355,NAmes,5,1967,1967,196.0,3,CBlock,3.0,695,519,1214,3,Y,SBrkr,1214,0,1214,2,0,3,1,3,1,Attchd,1967.0,RFn,1,318,0,111,143000
138,82.0,11070,Mitchel,7,1988,1989,70.0,3,CBlock,3.0,0,1907,1907,4,Y,SBrkr,1959,0,1959,3,0,5,2,3,0,2Types,1989.0,Unf,3,766,0,0,171000
139,73.0,9066,CollgCr,8,1999,2000,320.0,4,PConc,4.0,668,336,1004,5,Y,SBrkr,1004,848,1852,2,1,3,1,4,2,Attchd,1999.0,Fin,3,660,224,106,230000
140,65.0,15426,CollgCr,6,1997,1997,0.0,3,PConc,4.0,821,107,928,5,Y,SBrkr,928,836,1764,2,1,3,1,4,0,Attchd,1997.0,RFn,2,470,276,99,231500
141,70.0,10500,NAmes,4,1971,1971,0.0,3,CBlock,3.0,432,432,864,3,Y,SBrkr,864,0,864,1,0,3,1,3,1,,,,0,0,0,0,115000
142,78.0,11645,CollgCr,7,2005,2005,0.0,4,PConc,4.0,1300,434,1734,5,Y,SBrkr,1734,0,1734,2,0,3,1,4,0,Attchd,2005.0,Fin,2,660,160,24,260000
143,71.0,8520,NAmes,5,1952,1952,0.0,3,CBlock,3.0,507,403,910,2,Y,SBrkr,910,475,1385,2,0,4,1,3,0,Detchd,2000.0,Unf,2,720,0,0,166000
144,78.0,10335,CollgCr,7,1999,1999,183.0,4,PConc,4.0,679,811,1490,5,Y,SBrkr,1501,0,1501,2,0,3,1,4,0,Attchd,1999.0,RFn,2,577,144,29,204000
145,70.0,9100,Sawyer,5,1963,1963,336.0,3,CBlock,3.0,1332,396,1728,3,Y,SBrkr,1728,0,1728,2,0,6,2,3,0,Detchd,1963.0,Unf,2,504,0,0,125000
146,24.0,2522,Edwards,6,2004,2006,50.0,4,PConc,4.0,0,970,970,5,Y,SBrkr,970,739,1709,2,0,3,1,4,0,Detchd,2004.0,Unf,2,380,0,40,130000
147,51.0,6120,BrkSide,5,1931,1993,0.0,3,BrkTil,3.0,209,506,715,3,Y,FuseA,875,0,875,1,0,2,1,3,0,Detchd,1931.0,Unf,1,180,48,0,105000
148,69.0,9505,Gilbert,7,2001,2001,180.0,4,PConc,4.0,0,884,884,5,Y,SBrkr,884,1151,2035,2,1,3,1,4,1,BuiltIn,2001.0,Fin,2,434,144,48,222500
149,63.0,7500,SawyerW,7,2004,2005,120.0,3,PConc,4.0,680,400,1080,5,Y,SBrkr,1080,0,1080,1,0,3,1,4,0,,,,0,0,0,0,141000
150,69.0,6240,BrkSide,5,1936,1950,0.0,3,BrkTil,4.0,0,896,896,4,Y,FuseA,896,448,1344,1,0,3,1,3,0,Detchd,1936.0,Unf,1,240,200,114,115000
151,120.0,10356,CollgCr,5,1975,1975,0.0,3,CBlock,3.0,716,253,969,3,Y,SBrkr,969,0,969,1,1,3,1,3,0,Attchd,1975.0,Unf,2,440,0,0,122000
152,107.0,13891,NridgHt,8,2007,2008,436.0,4,PConc,5.0,1400,310,1710,5,Y,SBrkr,1710,0,1710,2,0,2,1,4,1,Attchd,2007.0,RFn,3,866,0,102,372402
153,69.0,14803,NWAmes,6,1971,1971,252.0,3,CBlock,3.0,416,409,825,4,Y,SBrkr,1097,896,1993,2,1,4,1,3,1,Attchd,1971.0,RFn,2,495,0,66,190000
154,69.0,13500,ClearCr,6,1960,1975,0.0,3,CBlock,4.0,429,93,1602,4,Y,SBrkr,1252,0,1252,1,0,1,1,3,1,Attchd,1960.0,RFn,2,564,409,0,235000
155,84.0,11340,OldTown,6,1923,1950,0.0,3,BrkTil,3.0,0,1200,1200,3,Y,FuseA,1200,0,1200,1,0,4,1,3,0,Detchd,1923.0,Unf,1,312,0,0,125000
156,60.0,9600,Edwards,6,1924,1950,0.0,3,BrkTil,3.0,0,572,572,2,N,FuseF,572,524,1096,1,0,2,1,3,0,,,,0,0,0,8,79000
157,60.0,7200,NAmes,5,1950,1950,0.0,3,CBlock,4.0,0,0,0,3,Y,FuseF,1040,0,1040,1,0,2,1,3,0,Detchd,1950.0,Unf,2,625,0,0,109500
158,92.0,12003,Timber,8,2009,2010,84.0,4,PConc,5.0,0,774,774,5,Y,SBrkr,774,1194,1968,2,1,4,1,5,1,BuiltIn,2009.0,Fin,3,680,0,75,269500
159,100.0,12552,Somerst,7,2004,2005,0.0,4,PConc,4.0,222,769,991,5,Y,SBrkr,991,956,1947,2,1,3,1,4,1,Attchd,2004.0,RFn,2,678,0,136,254900
160,134.0,19378,Gilbert,7,2005,2006,456.0,4,PConc,4.0,57,1335,1392,5,Y,SBrkr,1392,1070,2462,2,1,4,1,4,1,Attchd,2006.0,RFn,2,576,239,132,320000
161,69.0,11120,Veenker,6,1984,1984,0.0,3,PConc,4.0,660,572,1232,3,Y,SBrkr,1232,0,1232,2,0,3,1,3,0,Attchd,1984.0,Unf,2,516,0,0,162500
162,110.0,13688,NridgHt,9,2003,2004,664.0,4,PConc,5.0,1016,556,1572,5,Y,SBrkr,1572,1096,2668,2,1,3,1,5,2,BuiltIn,2003.0,Fin,3,726,400,0,412500
163,95.0,12182,NridgHt,7,2005,2005,226.0,4,PConc,4.0,1201,340,1541,5,Y,SBrkr,1541,0,1541,2,0,3,1,4,1,Attchd,2005.0,RFn,2,532,0,70,220000
164,55.0,5500,OldTown,4,1956,1956,0.0,3,CBlock,3.0,0,882,882,5,Y,SBrkr,882,0,882,1,0,1,1,3,0,,,,0,0,0,0,103200
165,40.0,5400,OldTown,6,1926,2004,0.0,3,BrkTil,3.0,370,779,1149,4,Y,FuseA,1149,467,1616,2,0,3,1,4,0,Detchd,1926.0,Unf,1,216,0,0,152000
166,62.0,10106,Edwards,5,1940,1999,0.0,3,BrkTil,3.0,351,112,644,4,Y,SBrkr,808,547,1355,2,0,4,2,3,0,,,,0,0,140,0,127500
167,69.0,10708,ClearCr,5,1955,1993,0.0,4,CBlock,3.0,379,470,1617,5,Y,FuseA,1867,0,1867,1,0,2,1,3,3,Attchd,1955.0,Fin,1,303,476,0,190000
168,86.0,10562,NridgHt,8,2007,2007,300.0,4,PConc,5.0,1288,294,1582,5,Y,SBrkr,1610,551,2161,1,1,3,1,5,1,Attchd,2007.0,Fin,3,789,178,120,325624
169,62.0,8244,Gilbert,7,2004,2004,0.0,4,PConc,4.0,0,840,840,5,Y,SBrkr,840,880,1720,2,1,3,1,4,1,Attchd,2004.0,Fin,2,440,100,48,183500
170,69.0,16669,Timber,8,1981,1981,653.0,4,CBlock,4.0,0,1686,1686,3,Y,SBrkr,1707,0,1707,2,1,2,1,3,1,Attchd,1981.0,RFn,2,511,574,64,228000
171,69.0,12358,OldTown,5,1941,1950,0.0,3,CBlock,3.0,360,360,720,3,Y,SBrkr,854,0,1382,1,1,2,1,3,0,Detchd,1991.0,Unf,2,660,237,0,128500
172,141.0,31770,NAmes,6,1960,1960,112.0,3,CBlock,3.0,639,441,1080,2,Y,SBrkr,1656,0,1656,1,0,3,1,3,2,Attchd,1960.0,Fin,2,528,210,62,215000
173,44.0,5306,StoneBr,7,1987,1987,0.0,4,PConc,4.0,495,354,1064,4,Y,SBrkr,1064,703,1767,2,0,2,1,4,1,Attchd,1987.0,RFn,2,504,441,35,239000
174,80.0,10197,NAmes,6,1961,1961,491.0,3,CBlock,3.0,288,700,1362,3,Y,SBrkr,1362,0,1362,1,1,3,1,3,1,Attchd,1961.0,Unf,2,504,0,20,163000
175,47.0,12416,Timber,6,1986,1986,132.0,3,CBlock,4.0,1398,0,1606,3,Y,SBrkr,1651,0,1651,2,0,3,1,3,1,Attchd,1986.0,Fin,2,616,192,0,184000
176,84.0,12615,Edwards,6,1950,2001,0.0,3,CBlock,3.0,477,725,1202,3,Y,SBrkr,2158,0,2158,2,0,4,1,4,1,Attchd,1950.0,Unf,2,576,0,29,243000
177,97.0,10029,ClearCr,6,1988,1989,268.0,4,PConc,4.0,831,320,1151,3,Y,SBrkr,1164,896,2060,2,1,4,1,3,1,Attchd,1988.0,Unf,2,521,0,228,211000
178,69.0,13650,Sawyer,5,1958,1958,0.0,4,CBlock,3.0,57,554,1052,5,Y,SBrkr,1252,668,1920,2,0,4,1,4,1,Attchd,1958.0,Unf,2,451,0,0,172500
179,63.0,17423,StoneBr,9,2008,2009,748.0,5,PConc,5.0,1904,312,2216,5,Y,SBrkr,2234,0,2234,2,0,1,1,5,1,Attchd,2009.0,Fin,3,1166,0,60,501837
180,60.0,8520,OldTown,5,1923,2006,0.0,4,CBlock,3.0,0,968,968,3,Y,SBrkr,968,0,968,1,0,2,1,3,0,Detchd,1935.0,Unf,2,480,0,0,100000
181,69.0,2117,Somerst,6,2000,2000,456.0,4,PConc,4.0,436,320,756,5,Y,SBrkr,769,756,1525,2,1,3,1,4,1,Detchd,2000.0,Unf,2,440,0,0,177000
182,54.0,7588,Crawfor,7,1920,1950,0.0,3,BrkTil,2.0,352,441,793,4,Y,SBrkr,901,901,1802,1,1,4,1,3,1,Detchd,1920.0,Unf,1,216,0,0,200100
183,60.0,9060,Edwards,5,1957,2006,98.0,3,PConc,4.0,0,0,0,5,Y,SBrkr,1340,0,1340,1,0,3,1,3,1,Attchd,1957.0,RFn,1,252,116,0,120000
184,63.0,11426,OldTown,7,2003,2003,0.0,3,PConc,4.0,0,1362,1362,5,Y,SBrkr,1362,720,2082,2,1,3,1,4,0,Detchd,2003.0,Unf,2,484,280,238,200000
185,92.0,7438,BrkSide,5,1908,1991,0.0,3,PConc,2.0,0,504,504,4,Y,SBrkr,936,316,1252,1,0,3,1,3,0,Attchd,1986.0,Unf,2,576,104,0,127000
186,90.0,22950,OldTown,10,1892,1993,0.0,4,BrkTil,3.0,0,1107,1107,5,Y,SBrkr,1518,1518,3608,2,1,4,1,5,2,Detchd,1993.0,Unf,3,840,0,260,475000
187,69.0,9947,Mitchel,7,1990,1991,0.0,3,PConc,4.0,611,577,1188,5,Y,SBrkr,1217,0,1217,2,0,3,1,4,0,Attchd,1990.0,Unf,2,497,168,27,173000
188,60.0,10410,OldTown,5,1916,1987,0.0,3,CBlock,2.0,0,660,660,5,Y,SBrkr,808,704,1656,2,1,3,1,3,0,Detchd,1916.0,Unf,1,180,0,0,135000
189,64.0,7018,SawyerW,5,1979,1979,275.0,3,CBlock,4.0,1086,0,1086,3,Y,SBrkr,1224,0,1224,0,2,2,2,3,2,Detchd,1979.0,Unf,2,528,120,0,153337
190,41.0,4923,StoneBr,8,2001,2002,0.0,4,PConc,5.0,1153,440,1593,5,Y,SBrkr,1593,0,1593,1,1,0,1,5,1,Attchd,2001.0,Fin,2,682,0,120,286000
191,70.0,10570,Crawfor,8,1932,1994,0.0,4,CBlock,4.0,297,556,853,3,Y,SBrkr,1549,1178,2727,2,1,3,1,4,2,Detchd,1932.0,Unf,2,440,0,74,315000
192,69.0,7472,NAmes,7,1972,2004,138.0,3,CBlock,3.0,626,99,725,4,Y,SBrkr,725,754,1479,1,1,4,1,4,0,Attchd,1972.0,Fin,2,484,0,32,184000
193,68.0,9017,CollgCr,7,1999,1999,0.0,4,PConc,4.0,560,871,1431,5,Y,SBrkr,1431,0,1431,2,0,3,1,4,0,Attchd,1999.0,Fin,2,666,0,35,192000
194,24.0,2522,Edwards,7,2004,2004,50.0,4,PConc,4.0,0,970,970,5,Y,SBrkr,970,739,1709,2,0,3,1,4,0,Detchd,2004.0,Unf,2,380,0,40,130000
195,60.0,7180,CollgCr,5,1972,1972,0.0,3,CBlock,3.0,390,474,864,3,Y,SBrkr,864,0,864,1,0,3,1,3,0,Detchd,1989.0,Unf,1,352,0,0,127000
196,24.0,2280,NPkVill,6,1976,1976,0.0,3,CBlock,4.0,566,289,855,3,Y,SBrkr,855,601,1456,2,1,3,1,3,1,Attchd,1976.0,Unf,2,440,87,0,148500
197,79.0,9416,Somerst,7,2007,2007,205.0,5,PConc,5.0,1126,600,1726,5,Y,SBrkr,1726,0,1726,2,0,3,1,5,1,Attchd,2007.0,Fin,3,786,171,138,311872
198,174.0,25419,NAmes,8,1918,1990,0.0,4,PConc,3.0,1036,140,1360,4,Y,SBrkr,1360,1360,3112,2,0,4,1,4,1,Detchd,1918.0,Unf,2,795,0,16,235000
199,92.0,5520,OldTown,6,1912,1950,0.0,3,CBlock,3.0,0,755,755,5,Y,SBrkr,929,929,2229,1,0,5,1,3,0,,,,0,0,0,198,104000
200,76.0,9591,NridgHt,8,2004,2005,262.0,4,PConc,5.0,1088,625,1713,5,Y,SBrkr,1713,0,1713,2,0,3,1,5,1,Attchd,2004.0,Fin,3,856,0,26,274900
201,80.0,8546,Edwards,4,2003,2004,0.0,3,PConc,4.0,0,1121,1121,5,Y,SBrkr,1121,0,1121,2,0,2,1,3,0,Attchd,2003.0,RFn,2,440,132,64,140000
202,75.0,10125,Mitchel,6,1977,1977,0.0,3,CBlock,3.0,641,276,1196,3,Y,SBrkr,1279,0,1279,2,0,3,1,3,2,Detchd,1980.0,Unf,2,473,238,83,171500
203,50.0,7000,OldTown,6,1924,1950,0.0,3,BrkTil,2.0,617,0,617,4,Y,SBrkr,865,445,1310,2,0,2,1,3,0,Attchd,1924.0,Unf,1,398,0,0,112000
204,69.0,4438,CollgCr,6,2004,2004,205.0,4,PConc,4.0,662,186,848,5,Y,SBrkr,848,0,848,1,0,1,1,4,1,Attchd,2004.0,RFn,2,420,149,0,149000
205,50.0,3500,OldTown,5,1947,1950,0.0,3,CBlock,3.0,312,408,720,3,Y,SBrkr,720,564,1284,1,1,2,1,3,0,Detchd,1948.0,Unf,1,240,0,35,110000
206,99.0,11851,Gilbert,7,1990,1990,0.0,3,PConc,4.0,0,1424,1424,5,Y,SBrkr,1442,0,1442,2,0,3,1,3,0,Attchd,1990.0,RFn,2,500,0,34,180500
207,40.0,13673,Sawyer,5,1962,1962,0.0,3,CBlock,3.0,0,1140,1140,3,Y,SBrkr,1696,0,1696,1,1,3,1,3,1,Attchd,1962.0,RFn,1,349,0,30,143900
208,69.0,12493,NAmes,4,1960,1960,0.0,3,PConc,3.0,419,375,1100,3,Y,SBrkr,1100,0,1100,1,0,3,1,3,1,Attchd,1960.0,RFn,1,312,355,0,141000
209,69.0,14364,SawyerW,7,1988,1989,128.0,4,CBlock,4.0,1065,92,1157,5,Y,SBrkr,1180,882,2062,2,1,3,1,3,1,Attchd,1988.0,Fin,2,454,60,55,277000
210,75.0,8250,NAmes,6,1964,1964,260.0,3,CBlock,4.0,787,305,1092,5,Y,SBrkr,1092,0,1092,1,0,3,1,3,0,Attchd,1964.0,RFn,2,504,0,0,145000
211,67.0,5604,Edwards,5,1925,1950,0.0,3,CBlock,3.0,468,396,864,3,N,FuseA,864,0,864,1,0,2,1,3,0,,,,0,0,0,0,98000
212,83.0,10420,Edwards,6,2009,2009,0.0,3,PConc,4.0,36,1176,1212,5,Y,SBrkr,1212,0,1212,2,0,3,1,4,0,Attchd,2009.0,RFn,2,460,100,22,186000
213,72.0,8640,Somerst,7,2009,2009,0.0,3,PConc,4.0,822,78,900,5,Y,SBrkr,932,920,1852,2,1,3,1,4,1,Attchd,2009.0,RFn,2,644,168,108,252678
214,43.0,13568,CollgCr,5,1995,1995,0.0,3,PConc,4.0,716,274,990,5,Y,SBrkr,990,0,990,1,0,3,1,3,0,Attchd,1996.0,Unf,2,576,224,0,156000
215,69.0,10900,CollgCr,6,1977,1977,153.0,3,CBlock,4.0,378,311,689,5,Y,SBrkr,689,703,1392,1,1,3,1,3,0,Attchd,1977.0,Fin,1,299,0,36,161750
216,72.0,10011,NAmes,5,1957,1996,64.0,3,CBlock,3.0,360,710,1070,3,Y,SBrkr,1236,0,1236,1,0,2,1,4,1,Attchd,1957.0,Unf,1,447,0,0,134450
217,65.0,8450,CollgCr,7,2004,2004,266.0,4,PConc,4.0,946,490,1436,5,Y,SBrkr,1436,0,1436,2,0,3,1,4,0,Attchd,2004.0,Unf,2,484,139,98,210000
218,57.0,9906,OldTown,4,1925,1950,0.0,3,CBlock,3.0,0,686,686,2,N,SBrkr,810,518,1328,1,0,3,1,3,0,Detchd,1940.0,Unf,1,210,0,172,107000
219,69.0,15660,Crawfor,7,1939,2006,312.0,4,CBlock,3.0,341,457,798,5,Y,SBrkr,1137,817,1954,1,1,3,1,4,2,Attchd,1939.0,Unf,2,431,0,119,311500
220,43.0,3010,Blmngtn,7,2005,2006,16.0,4,PConc,4.0,16,1232,1248,5,Y,SBrkr,1248,0,1248,2,0,2,1,4,0,Attchd,2005.0,Fin,2,438,108,0,167240
221,73.0,8990,CollgCr,7,2006,2006,0.0,4,PConc,4.0,0,1498,1498,5,Y,SBrkr,1498,0,1498,2,0,2,1,4,0,Attchd,2006.0,RFn,2,675,351,33,204900
222,69.0,8068,Gilbert,6,2002,2002,0.0,4,PConc,4.0,0,1010,1010,5,Y,SBrkr,1010,1257,2267,2,1,4,1,4,1,BuiltIn,2002.0,RFn,2,390,120,46,200000
223,85.0,11475,NWAmes,6,1975,1975,0.0,3,CBlock,4.0,550,163,713,3,Y,SBrkr,811,741,1552,2,1,3,1,3,1,Attchd,1975.0,RFn,2,434,209,208,179900
224,70.0,10500,NAmes,4,1971,1971,0.0,3,CBlock,3.0,524,160,864,4,Y,SBrkr,864,0,864,1,0,2,1,3,0,Detchd,1989.0,Unf,2,576,216,0,97000
225,103.0,13472,NridgHt,10,2003,2003,922.0,5,PConc,5.0,56,2336,2392,5,Y,SBrkr,2392,0,2392,2,0,3,1,5,1,Attchd,2003.0,Fin,3,968,248,105,386250
226,21.0,1680,BrDale,5,1971,1971,142.0,3,CBlock,3.0,0,630,630,3,Y,SBrkr,630,672,1302,2,1,3,1,3,0,Detchd,1991.0,Unf,1,280,0,0,112000
227,82.0,9950,NoRidge,7,1995,1995,290.0,4,PConc,4.0,565,638,1203,5,Y,SBrkr,1214,1306,2520,2,1,4,1,4,1,Attchd,1995.0,RFn,3,721,224,114,290000
228,21.0,1869,BrDale,6,1970,1970,127.0,3,CBlock,3.0,321,162,483,3,Y,SBrkr,483,504,987,1,1,2,1,3,0,Detchd,1987.0,Unf,1,280,0,0,106000
229,70.0,8521,Sawyer,5,1967,1967,0.0,3,CBlock,3.0,842,70,912,3,Y,SBrkr,912,0,912,1,0,3,1,3,1,Detchd,1974.0,Unf,1,336,0,0,125000
230,43.0,3182,Blmngtn,7,2005,2006,16.0,4,PConc,4.0,16,1357,1373,5,Y,SBrkr,1555,0,1555,2,0,2,1,4,1,Attchd,2005.0,Fin,2,430,143,20,192500
231,73.0,8760,NAmes,6,1959,1959,220.0,3,CBlock,3.0,0,1194,1194,3,Y,SBrkr,1194,0,1194,1,0,3,1,3,0,Attchd,1959.0,RFn,1,312,0,0,148000
232,174.0,15138,NoRidge,8,1995,1996,506.0,4,PConc,4.0,689,773,1462,5,Y,SBrkr,1490,1304,2794,2,1,4,1,5,1,Attchd,1995.0,Fin,3,810,0,146,403000
233,21.0,1680,BrDale,6,1972,1972,297.0,3,CBlock,3.0,0,483,483,3,Y,SBrkr,483,504,987,1,1,2,1,3,1,Attchd,1972.0,Unf,1,288,0,0,94500
234,75.0,10650,CollgCr,5,1976,1976,0.0,3,CBlock,3.0,182,0,894,3,Y,SBrkr,894,0,894,1,0,3,1,3,0,Attchd,1976.0,Unf,1,308,365,0,128200
235,69.0,7851,Gilbert,6,2002,2002,0.0,4,PConc,4.0,625,235,860,5,Y,SBrkr,860,1100,1960,2,1,4,1,4,2,BuiltIn,2002.0,Fin,2,440,288,48,216500
236,21.0,1680,BrDale,6,1971,1971,604.0,3,CBlock,3.0,358,125,483,3,Y,SBrkr,483,504,987,1,1,2,1,3,0,Detchd,1971.0,Unf,1,264,0,0,89500
237,65.0,8773,CollgCr,7,2004,2004,98.0,4,PConc,4.0,24,1390,1414,5,Y,SBrkr,1414,0,1414,2,0,3,1,4,0,Attchd,2004.0,RFn,2,494,132,105,185500
238,69.0,9453,SawyerW,7,1993,2003,0.0,4,PConc,4.0,402,594,996,5,Y,SBrkr,1014,730,1744,2,1,3,1,4,0,Attchd,1993.0,RFn,2,457,370,70,194500
239,93.0,12030,NridgHt,8,2007,2007,254.0,5,PConc,5.0,0,1694,1694,5,Y,SBrkr,1694,0,1694,2,0,3,1,4,0,Attchd,2007.0,Fin,3,818,168,228,318000
240,52.0,8741,Edwards,6,1945,1950,0.0,3,CBlock,3.0,94,641,735,3,Y,FuseA,798,689,1487,1,1,3,1,3,1,Detchd,1949.0,Unf,1,220,0,140,113000
241,75.0,9000,Somerst,8,2008,2008,36.0,4,PConc,4.0,1078,488,1566,5,Y,SBrkr,1566,0,1566,2,0,3,1,4,0,Attchd,2008.0,RFn,2,750,144,168,262500
242,40.0,3880,OldTown,5,1945,1997,0.0,3,CBlock,3.0,329,357,686,4,Y,SBrkr,866,0,866,1,0,2,1,4,0,,,,0,0,58,42,110500
243,63.0,5000,OldTown,5,1900,1950,0.0,3,BrkTil,3.0,0,540,540,4,N,FuseA,889,551,1440,1,0,3,1,3,0,Attchd,1940.0,Unf,1,352,0,0,79000
244,75.0,10762,SawyerW,6,1980,1980,0.0,3,CBlock,4.0,0,626,626,3,Y,SBrkr,626,591,1217,1,1,3,1,3,1,Attchd,1980.0,RFn,1,288,0,28,120000
245,69.0,8880,SawyerW,7,1994,2002,0.0,4,PConc,4.0,695,253,948,5,Y,SBrkr,1222,888,2110,2,1,3,1,4,2,Attchd,1994.0,RFn,2,463,0,130,205000
246,80.0,10400,NWAmes,7,1988,1988,102.0,3,CBlock,4.0,929,916,1845,4,Y,SBrkr,1872,0,1872,2,0,3,1,3,1,Attchd,1988.0,Fin,2,604,197,39,241500
247,69.0,9142,OldTown,6,1910,1950,0.0,3,Stone,2.0,0,1020,1020,4,N,FuseP,908,1020,1928,2,0,4,2,2,0,Detchd,1910.0,Unf,1,440,0,60,137000
248,75.0,11310,NAmes,6,1954,1954,0.0,3,CBlock,3.0,0,1367,1367,5,Y,SBrkr,1375,0,1375,1,0,2,1,3,1,Attchd,1954.0,Unf,2,451,0,30,140000
249,72.0,11317,CollgCr,7,2003,2003,101.0,4,PConc,4.0,0,840,840,5,Y,SBrkr,840,828,1668,2,1,3,1,4,0,Attchd,2003.0,RFn,2,500,144,68,180000
250,69.0,159000,ClearCr,6,1958,2006,472.0,4,CBlock,4.0,697,747,1444,4,Y,SBrkr,1444,700,2144,2,0,4,1,4,2,Attchd,1958.0,Fin,2,389,0,98,277000
251,55.0,5350,BrkSide,3,1940,1966,0.0,3,CBlock,3.0,0,728,728,5,Y,SBrkr,1306,0,1306,1,0,3,1,2,0,,,,0,0,263,0,76500
252,44.0,4750,Crawfor,8,2006,2007,481.0,4,PConc,4.0,1573,0,1573,5,Y,SBrkr,1625,0,1625,2,0,2,1,4,1,Attchd,2006.0,Fin,2,538,123,0,235000
253,65.0,8366,SawyerW,6,2004,2004,0.0,4,PConc,4.0,0,798,798,5,Y,SBrkr,798,842,1640,2,1,3,1,4,0,Attchd,2004.0,RFn,2,520,138,45,173000
254,85.0,9350,NAmes,6,1964,1991,108.0,3,CBlock,4.0,270,452,1302,5,Y,SBrkr,1302,0,1302,2,0,3,1,4,0,Attchd,1964.0,RFn,1,309,333,0,158000
255,70.0,8400,NAmes,5,1957,1957,0.0,3,CBlock,3.0,922,392,1314,3,Y,SBrkr,1314,0,1314,1,0,3,1,3,0,Attchd,1957.0,RFn,1,294,250,0,145000
256,66.0,8738,Gilbert,7,1999,1999,302.0,4,PConc,4.0,0,975,975,5,Y,SBrkr,1005,1286,2291,2,1,4,1,4,1,BuiltIn,1999.0,Fin,2,429,192,0,230000
257,64.0,8791,Somerst,6,2003,2003,0.0,4,PConc,4.0,503,361,864,5,Y,SBrkr,864,864,1728,2,1,3,1,4,0,Attchd,2003.0,RFn,2,673,216,56,207500
258,68.0,8814,CollgCr,7,2006,2006,180.0,4,PConc,4.0,1334,270,1604,5,Y,SBrkr,1604,0,1604,2,1,3,1,4,1,Attchd,2006.0,RFn,2,660,123,110,220000
259,80.0,12435,CollgCr,7,2001,2001,172.0,4,PConc,4.0,361,602,963,5,Y,SBrkr,963,829,1792,2,1,3,1,4,1,Attchd,2001.0,RFn,2,564,0,96,231500
260,70.0,12702,OldTown,5,1956,1956,0.0,3,PConc,4.0,0,0,0,4,Y,FuseA,882,0,882,1,0,2,1,3,0,Detchd,1956.0,Unf,1,308,0,45,97000
261,120.0,19296,NAmes,6,1962,1962,399.0,3,CBlock,3.0,672,0,1362,3,Y,SBrkr,1382,0,1382,1,0,3,1,3,1,Attchd,1991.0,Unf,2,884,0,0,176000
262,69.0,9588,CollgCr,8,2007,2007,270.0,4,PConc,5.0,0,1482,1482,5,Y,SBrkr,1482,1092,2574,2,1,3,1,5,1,BuiltIn,2007.0,Fin,3,868,0,148,276000
263,88.0,8471,Sawyer,6,1977,1995,46.0,3,CBlock,4.0,506,0,506,3,Y,SBrkr,1212,0,1212,1,0,3,1,3,1,Attchd,1978.0,Unf,2,492,292,12,151000
264,50.0,5500,OldTown,5,1929,2001,0.0,3,BrkTil,3.0,234,0,926,3,Y,SBrkr,926,0,1316,1,0,3,1,3,0,Detchd,1974.0,Unf,2,484,0,0,130000
265,30.0,5232,OldTown,5,1925,2004,0.0,3,BrkTil,2.0,0,680,680,4,N,FuseP,764,0,764,1,0,2,1,3,0,Detchd,1965.0,Unf,2,504,0,0,73000
266,78.0,12090,NWAmes,6,1981,1981,210.0,3,CBlock,4.0,588,606,1422,3,Y,SBrkr,1422,0,1422,2,0,3,1,4,1,Attchd,1981.0,Fin,2,576,276,0,175500
267,70.0,11207,Gilbert,6,1997,1997,0.0,3,PConc,4.0,714,88,802,4,Y,SBrkr,802,709,1511,2,1,3,1,3,1,Attchd,1997.0,Fin,2,413,95,75,185000
268,60.0,8400,SWISU,5,1939,1997,0.0,3,PConc,3.0,378,342,720,5,Y,SBrkr,1052,720,2192,2,1,4,1,4,1,Detchd,1939.0,Unf,1,240,262,24,179500
269,71.0,6900,IDOTRR,5,1940,1955,0.0,3,CBlock,3.0,403,212,740,5,Y,SBrkr,778,0,778,1,0,2,1,3,1,Detchd,1966.0,Fin,1,924,0,25,120500
270,69.0,7917,Edwards,6,1976,1976,174.0,3,CBlock,3.0,751,392,1143,3,Y,SBrkr,1113,0,1113,1,1,3,1,3,1,Attchd,1987.0,RFn,1,504,370,30,148000
271,84.0,10728,Somerst,8,2006,2006,0.0,4,PConc,4.0,0,1095,1095,4,Y,SBrkr,1095,844,1939,2,1,3,1,4,1,Attchd,2006.0,RFn,3,1053,192,51,266000
272,73.0,39104,ClearCr,7,1954,2005,0.0,3,CBlock,4.0,226,96,1385,5,Y,SBrkr,1363,0,1363,1,0,2,1,3,2,Attchd,1954.0,Unf,2,439,81,0,241500
273,92.0,11764,NoRidge,8,1999,2007,348.0,4,PConc,4.0,524,628,1152,5,Y,SBrkr,1164,1106,2270,2,1,4,1,4,1,Attchd,1999.0,Fin,3,671,132,57,290000
274,80.0,9600,NAmes,6,1958,1988,183.0,3,CBlock,3.0,620,0,1240,4,Y,SBrkr,1632,0,1632,2,0,3,1,3,1,Attchd,1958.0,RFn,1,338,289,0,139000
275,76.0,8314,Mitchel,5,1982,1982,0.0,3,CBlock,3.0,546,270,816,3,Y,SBrkr,816,0,816,1,0,2,1,3,0,Attchd,1982.0,Unf,1,264,168,0,124500
