LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,SalePrice_pred
64.0,7314,7,2007,2007,82.0,4,5,4.0,724,508,1232,5,1,4.0,1232,0,1232,2,0,2,1,4,0,2,632,132,0,194500,198822
85.0,11475,5,1958,1958,95.0,3,2,3.0,0,1584,1584,3,1,4.0,1776,0,1776,2,0,4,2,3,0,3,888,0,25,110000,126342
52.0,6240,4,1925,1950,0.0,3,2,3.0,152,628,780,3,1,2.0,848,0,1208,1,0,2,1,3,0,2,539,0,23,103000,647282
39.0,5389,8,1995,1996,0.0,4,5,4.0,1180,415,1595,5,1,4.0,1616,0,1616,2,0,2,1,4,1,2,608,237,152,236500,201934
73.0,9590,7,2003,2003,442.0,4,5,5.0,786,82,868,5,1,4.0,1146,0,1146,2,0,3,1,4,1,2,438,160,22,187500,249994
75.0,11404,7,1998,1999,202.0,4,5,4.0,252,901,1153,5,1,4.0,1153,878,2031,2,1,3,1,4,1,2,541,192,84,222500,227315
80.0,10000,5,1961,1983,0.0,3,2,3.0,594,270,864,5,1,4.0,1144,0,1144,1,0,3,1,3,1,1,264,165,0,131400,57263
69.0,8978,5,1968,1968,0.0,3,5,3.0,0,948,948,3,1,4.0,948,0,948,1,0,3,1,3,0,1,300,147,0,108000,57982
60.0,10800,7,1914,1970,0.0,3,3,4.0,390,490,880,2,0,4.0,880,888,1768,1,1,2,1,3,2,2,320,0,341,163000,156095
60.0,8544,3,1950,1950,0.0,3,2,4.0,0,0,0,4,0,1.0,1040,0,1040,2,0,2,2,3,0,2,400,0,0,93500,66104
72.0,10463,8,2005,2005,0.0,4,5,4.0,0,893,893,5,1,4.0,901,900,1801,2,1,3,1,4,1,3,800,0,116,239900,241487
60.0,10800,5,1987,1988,0.0,3,2,4.0,1200,0,1200,3,1,4.0,1200,0,1200,3,0,3,1,3,0,0,0,120,0,179000,93716
65.0,9313,7,2004,2004,0.0,4,5,4.0,0,864,864,5,1,4.0,864,864,1728,2,1,3,1,4,0,2,572,187,56,190000,192107
60.0,9600,5,1910,2002,0.0,3,3,2.0,0,264,264,5,1,4.0,768,664,1432,2,0,2,1,3,0,2,360,270,0,132000,31993
65.0,6768,6,1961,1996,0.0,3,2,3.0,832,80,912,4,1,4.0,912,0,912,1,0,3,1,4,0,1,288,168,0,142000,88032
65.0,8450,7,2000,2001,108.0,3,5,4.0,0,1349,1349,5,1,4.0,1349,0,1349,2,0,3,1,3,0,2,539,120,55,179000,162330
70.0,12886,5,1963,1999,0.0,3,2,4.0,444,76,520,5,1,4.0,1464,0,1464,2,0,3,1,3,1,2,480,302,0,175000,58227
41.0,5395,8,1993,1993,0.0,4,5,4.0,733,604,1337,4,1,4.0,1337,0,1337,2,0,2,1,4,1,2,462,96,0,180000,210340
69.0,8963,8,1976,1996,289.0,5,2,3.0,575,487,1142,5,1,4.0,1175,1540,2715,3,1,4,1,4,2,2,831,0,204,299800,296016
69.0,8795,7,2000,2000,0.0,4,5,4.0,300,652,952,5,1,4.0,980,1276,2256,2,1,4,1,4,1,2,554,224,54,236000,214798
65.0,11700,7,1880,2003,0.0,4,4,3.0,0,1240,1240,3,0,4.0,1320,1320,2640,1,1,4,1,4,1,4,864,181,0,265979,213878
59.0,10593,7,1996,1996,338.0,4,5,4.0,919,801,1720,5,1,4.0,1720,0,1720,2,0,3,1,4,1,2,527,240,56,260400,232672
50.0,8405,4,1945,1950,0.0,3,1,4.0,0,0,0,3,0,1.0,1088,441,1529,2,0,4,1,3,0,1,240,92,0,98000,14766
55.0,8800,4,1910,2004,0.0,3,3,3.0,0,576,576,4,1,4.0,792,348,1140,1,0,3,1,3,0,0,0,0,160,96500,3438
69.0,7750,7,2003,2003,0.0,4,5,4.0,0,660,660,5,1,4.0,660,660,1320,2,1,3,1,4,0,2,400,0,48,162000,193343
79.0,9236,6,1997,1997,0.0,3,5,4.0,1200,279,1479,5,1,4.0,1494,0,1494,2,0,3,1,4,0,2,576,168,27,217000,163473
80.0,10240,8,2005,2005,178.0,4,5,4.0,0,1030,1030,4,1,4.0,1038,1060,2098,2,1,3,1,5,1,3,878,192,52,275500,269602
61.0,7930,6,1969,2005,0.0,3,2,3.0,439,115,1026,4,1,4.0,1026,0,1026,1,0,3,1,4,0,2,440,171,48,156000,365901
34.0,3230,6,1999,1999,894.0,3,5,4.0,381,348,729,4,1,4.0,742,729,1471,2,1,3,1,3,0,2,440,0,24,172500,250419
68.0,10769,8,2007,2007,0.0,4,5,4.0,20,846,866,5,1,4.0,866,902,1768,2,1,3,1,4,0,2,578,144,105,212000,199339
69.0,11616,6,1978,1978,328.0,3,2,3.0,438,234,672,3,1,4.0,672,714,1386,2,1,3,1,3,1,2,440,335,0,158900,160994
24.0,2280,7,1999,1999,360.0,3,5,4.0,549,195,744,4,1,4.0,757,744,1501,2,1,3,1,3,0,2,440,0,0,179400,210483
65.0,12257,8,1995,1995,513.0,4,5,4.0,56,1198,1318,5,1,4.0,1328,1203,2531,2,1,4,1,4,1,3,752,222,98,290000,325266
70.0,9100,6,1959,1959,0.0,3,2,3.0,612,252,864,5,1,4.0,864,0,864,1,0,2,1,3,0,1,300,0,0,127500,69903
60.0,6911,5,1924,1950,0.0,3,5,3.0,405,740,1145,3,1,4.0,1301,0,1301,1,0,2,1,2,0,2,440,0,0,100000,54678
72.0,8640,7,2009,2009,0.0,3,5,4.0,24,732,756,5,1,4.0,764,783,1547,2,1,3,1,4,0,2,614,169,45,215200,178150
82.0,9430,8,1999,1999,673.0,4,5,4.0,1163,89,1252,5,1,4.0,1268,1097,2365,2,1,3,1,4,1,3,856,0,128,337000,318066
30.0,9549,8,1995,1996,0.0,4,5,4.0,437,0,1494,5,1,4.0,1494,0,1494,1,1,2,1,5,1,2,481,0,30,270000,786616
75.0,14587,9,2008,2008,284.0,4,5,4.0,0,1498,1498,5,1,4.0,1506,0,1506,2,0,2,1,5,1,2,592,0,174,264132,243637
80.0,10421,7,1988,1988,42.0,3,2,4.0,394,586,980,3,1,4.0,980,734,1714,2,1,3,1,3,1,2,496,228,66,196500,168837
75.0,12508,6,1940,1985,0.0,3,2,4.0,660,323,983,5,1,4.0,983,767,1750,2,0,4,1,3,0,1,423,245,0,160000,118356
70.0,9100,7,2004,2005,0.0,4,5,4.0,24,1836,1860,5,1,4.0,1836,0,1836,2,0,3,1,4,1,2,484,120,33,216837,200556
47.0,53504,8,2003,2003,603.0,5,5,4.0,1416,234,1650,5,1,4.0,1690,1589,3279,3,1,4,1,5,1,3,841,503,36,538000,350918
69.0,7252,5,1982,1982,0.0,3,2,4.0,685,173,858,3,1,4.0,858,0,858,1,0,2,1,3,0,2,576,120,0,134900,116288
67.0,8877,4,1951,1951,0.0,3,2,2.0,836,0,836,3,1,1.0,1220,0,1220,1,0,2,1,3,0,2,396,0,0,102000,36003
94.0,7819,6,1976,1976,0.0,3,2,3.0,422,480,1029,3,1,4.0,1117,0,1117,1,0,3,1,3,1,2,672,144,0,107000,168448
70.0,10150,5,1958,1958,1.0,3,2,3.0,456,456,912,5,1,2.0,912,0,912,1,0,2,1,3,0,1,275,0,0,114500,76811
110.0,14226,8,2006,2006,375.0,4,5,4.0,0,1935,1935,4,1,4.0,1973,0,1973,2,0,3,1,4,1,3,895,315,45,395000,254249
32.0,4500,6,1998,1998,320.0,3,5,5.0,866,338,1204,5,1,4.0,1204,0,1204,2,0,2,1,3,0,2,412,0,247,162000,199819
86.0,11210,7,2005,2006,240.0,4,5,4.0,20,1594,1614,5,1,4.0,1614,0,1614,2,0,3,1,4,0,3,865,144,59,221500,225240
100.0,13350,5,1974,1974,0.0,3,2,3.0,762,102,864,3,1,4.0,894,0,894,1,0,3,1,3,1,2,440,241,0,142500,97956
60.0,8400,5,1977,1977,320.0,3,1,4.0,0,0,0,3,1,4.0,2020,0,2020,2,0,4,2,3,2,2,630,0,0,144000,27494
78.0,10530,6,1977,1977,90.0,3,2,4.0,975,0,975,3,1,4.0,1004,0,1004,1,0,2,1,3,0,2,504,0,0,135000,133593
63.0,7875,7,1995,1996,38.0,3,5,4.0,0,1237,1237,4,1,4.0,1253,0,1253,2,0,3,1,3,1,2,402,220,21,176000,168008
65.0,7153,6,1992,1992,0.0,4,5,4.0,387,374,761,5,1,4.0,810,793,1603,2,1,3,1,4,0,2,484,0,124,175900,176040
67.0,16285,7,2001,2002,0.0,4,5,4.0,0,1413,1413,5,1,4.0,1430,0,1430,2,0,3,1,4,0,2,605,0,33,187100,178646
69.0,9101,5,1978,1978,104.0,3,5,4.0,1097,0,1097,5,1,4.0,1110,0,1110,1,0,1,1,4,1,2,602,303,30,165500,162007
35.0,6300,6,1914,2001,0.0,3,2,3.0,0,742,742,5,1,4.0,742,742,1484,2,0,3,1,3,1,0,0,0,291,128000,64223
69.0,9790,6,1967,1967,0.0,3,2,3.0,251,491,1372,3,1,4.0,1342,0,1342,2,0,3,1,3,1,2,457,0,0,161500,460955
60.0,10800,5,1915,1950,0.0,3,5,2.0,686,0,686,3,1,4.0,966,686,1652,2,0,4,1,3,0,1,416,0,0,139000,22614
76.0,10142,7,2004,2004,0.0,4,5,4.0,656,300,956,5,1,4.0,956,1128,2084,2,1,4,1,4,0,2,618,0,45,233000,207023
50.0,6000,4,1954,2000,0.0,3,2,3.0,0,901,901,5,1,4.0,901,0,901,1,0,2,1,3,0,1,281,0,0,107900,60012
69.0,12205,6,1966,2007,157.0,3,2,3.0,568,264,832,4,1,4.0,976,1111,2087,2,1,5,1,4,0,2,444,133,168,187500,132732
43.0,3182,7,2005,2006,11.0,4,5,4.0,16,1129,1145,5,1,4.0,1145,0,1145,2,0,2,1,4,1,2,397,100,16,160200,203510
69.0,11333,6,1976,1976,0.0,3,5,4.0,539,490,1029,3,1,4.0,1062,0,1062,1,0,3,1,3,2,2,539,120,0,146800,158849
92.0,9920,7,1996,1997,0.0,4,5,4.0,862,255,1117,5,1,4.0,1127,886,2013,2,1,3,1,3,1,2,455,180,130,269790,198610
76.0,9158,8,2007,2007,140.0,4,5,4.0,0,1496,1496,5,1,4.0,1496,0,1496,2,0,3,1,4,0,2,474,168,130,225000,195035
69.0,10832,7,1994,1996,0.0,4,5,4.0,0,712,712,5,1,4.0,1086,809,1895,2,1,3,1,4,1,2,409,143,46,194500,172888
70.0,8400,6,1980,1981,130.0,3,2,4.0,0,650,650,3,1,4.0,888,676,1564,2,1,3,1,3,1,2,476,0,50,171000,145485
71.0,8197,6,1977,1977,148.0,3,2,3.0,0,660,660,5,1,4.0,1285,0,1285,1,1,3,1,3,1,2,528,138,0,143500,68756
57.0,7677,5,1953,1953,0.0,3,2,3.0,570,203,773,4,1,4.0,773,0,773,1,0,2,1,3,0,1,240,0,0,110000,56835
104.0,13518,9,2008,2009,860.0,5,5,5.0,0,1926,1926,5,1,4.0,1966,1174,3140,3,1,4,1,5,2,3,820,144,78,485000,414767
60.0,7200,5,1937,1950,252.0,3,3,4.0,569,162,731,5,1,4.0,981,787,1768,1,1,3,1,4,2,1,240,0,0,175000,146393
79.0,12798,6,1997,1997,0.0,3,5,4.0,462,154,616,4,1,4.0,616,1072,1688,2,1,4,1,4,0,2,603,403,114,200000,161524
40.0,4800,4,1916,1990,0.0,3,2,3.0,197,999,1196,5,1,2.0,1196,0,1196,1,0,2,1,3,0,2,440,0,0,109900,96082
63.0,8199,7,2005,2005,0.0,4,5,4.0,648,80,728,5,1,4.0,728,728,1456,2,1,3,1,4,1,2,410,36,18,189000,221216
107.0,13891,9,2008,2009,424.0,5,5,5.0,0,1734,1734,5,1,4.0,1734,1088,2822,3,1,4,1,5,1,3,1020,52,170,582933,350015
75.0,9000,5,1954,1954,0.0,3,2,3.0,812,124,936,3,1,4.0,1128,0,1128,1,0,2,1,3,0,1,286,0,0,118000,38450
91.0,12274,7,2008,2008,256.0,4,5,4.0,0,1417,1417,5,1,4.0,1428,0,1428,2,0,3,1,5,0,2,554,0,60,227680,215107
75.0,9750,5,1967,1967,0.0,3,5,3.0,400,100,980,4,1,4.0,980,0,980,2,0,3,1,3,0,1,384,68,0,135500,334997
144.0,21384,5,1923,2004,0.0,3,2,3.0,1309,15,1324,5,1,4.0,1072,504,1576,1,1,3,1,4,1,2,528,0,312,223500,133974
85.0,13400,5,1966,1966,1047.0,3,2,3.0,516,380,1024,3,1,4.0,1086,0,1086,1,0,3,1,3,1,2,484,0,0,159950,266264
90.0,8100,5,1898,1965,0.0,3,5,3.0,0,849,849,3,0,2.0,1075,1063,2138,2,0,2,3,3,0,2,360,40,156,106000,158187
78.0,10140,6,1974,1999,99.0,3,2,3.0,663,0,1040,2,1,4.0,1309,0,1309,1,1,3,1,4,1,2,484,265,0,181000,313636
69.0,4438,6,2004,2004,169.0,4,5,4.0,662,186,848,5,1,4.0,848,0,848,1,0,1,1,4,1,2,420,140,0,144500,206822
66.0,8712,5,1952,1952,0.0,2,2,3.0,0,540,540,3,0,2.0,1044,0,1044,1,0,2,1,2,0,2,504,0,0,55993,29043
75.0,9750,6,1958,1958,243.0,3,2,3.0,608,834,1442,4,1,4.0,1442,0,1442,1,1,4,1,3,0,1,301,0,0,157900,90475
45.0,8248,5,1918,1950,0.0,3,3,3.0,0,686,686,4,1,4.0,686,564,1250,1,1,3,1,2,0,1,280,207,0,116000,43164
48.0,12137,7,1998,1998,442.0,3,5,4.0,0,1649,1649,5,1,4.0,1661,0,1661,2,0,3,1,4,0,2,598,0,34,224900,207056
69.0,11425,5,1954,1954,0.0,3,2,3.0,486,522,1008,4,1,4.0,1008,0,1008,1,0,2,1,3,1,1,275,0,0,137000,72915
69.0,13265,8,2002,2002,148.0,4,5,4.0,1218,350,1568,5,1,4.0,1689,0,1689,2,0,3,1,4,2,3,857,150,59,271000,259202
80.0,8816,6,1971,1971,80.0,3,2,3.0,504,506,1010,4,1,4.0,1052,0,1052,1,0,3,1,3,0,2,440,0,0,155000,100196
44.0,6371,7,2009,2010,128.0,4,5,4.0,733,625,1358,5,1,4.0,1358,0,1358,2,0,2,1,4,1,2,484,192,35,224000,220086
72.0,7226,7,2003,2003,0.0,4,5,4.0,0,798,798,5,1,4.0,798,842,1640,2,1,3,1,4,0,2,595,0,45,183000,195506
60.0,6000,4,1953,1953,0.0,2,2,2.0,0,936,936,3,0,4.0,936,0,936,1,0,2,1,3,0,2,576,0,32,93000,31546
69.0,12394,7,2003,2003,0.0,4,5,4.0,0,847,847,5,1,4.0,847,886,1733,2,1,3,1,4,1,2,433,100,48,225000,212233
60.0,9900,6,1940,1950,0.0,3,3,3.0,0,778,778,3,1,4.0,944,545,1489,2,0,3,1,3,1,1,240,335,0,139500,69838
81.0,11216,8,2006,2006,0.0,4,5,4.0,0,1489,1489,5,1,4.0,1489,0,1489,2,0,3,1,4,1,2,776,0,140,232600,198468
114.0,14803,10,2007,2008,816.0,5,5,5.0,1636,442,2078,5,1,4.0,2084,0,2084,2,0,2,1,5,1,3,1220,188,45,385000,389445
50.0,6130,5,1924,1950,0.0,3,3,3.0,784,0,784,4,1,4.0,784,0,784,1,0,2,1,4,0,0,0,0,0,109500,42199
65.0,8529,7,2001,2001,0.0,4,5,4.0,20,1434,1454,5,1,4.0,1434,0,1434,2,0,3,1,4,1,2,527,290,39,189000,194518
69.0,28698,5,1967,1967,0.0,3,5,3.0,249,0,1013,3,1,4.0,1160,966,2126,2,1,3,1,3,0,2,538,486,0,185000,504471
24.0,2544,7,2005,2005,0.0,4,5,4.0,0,600,600,5,1,4.0,520,623,1223,2,1,2,1,4,0,2,480,0,166,147400,322059
80.0,11900,6,1957,1957,387.0,3,2,3.0,1040,352,1392,3,1,2.0,1392,0,1392,1,1,3,1,3,2,2,458,0,0,166000,182516
30.0,3180,7,2005,2005,0.0,3,5,4.0,0,600,600,5,1,4.0,520,600,1200,2,1,2,1,4,0,2,480,0,166,151000,306421
44.0,9548,7,2003,2003,223.0,4,5,4.0,483,458,941,5,1,4.0,941,888,1829,2,1,3,1,4,1,2,613,192,39,237000,238072
100.0,10004,6,1964,1964,180.0,3,2,3.0,196,975,1516,3,1,4.0,1516,0,1516,1,1,3,1,3,0,2,472,0,0,167000,291719
75.0,7875,5,1961,1961,136.0,3,2,3.0,572,572,1144,4,1,4.0,1144,0,1144,1,0,3,1,3,0,2,456,0,0,139950,97802
60.0,9600,4,1950,1995,0.0,3,2,4.0,442,625,1067,3,1,4.0,1067,0,1067,2,0,2,1,4,0,2,436,290,0,128000,121921
90.0,8100,5,1948,1973,0.0,3,3,3.0,338,1221,1559,4,1,4.0,1559,0,1559,1,0,2,1,3,0,2,812,0,116,153500,74732
21.0,1680,6,1973,1973,158.0,3,2,3.0,330,153,483,3,1,4.0,483,504,987,1,1,2,1,3,0,1,264,0,0,100000,95135
75.0,9525,5,1995,2006,0.0,3,5,4.0,0,1099,1099,5,1,4.0,1099,0,1099,1,1,3,1,4,0,1,352,278,0,144000,113179
70.0,11767,5,1946,1995,0.0,3,2,3.0,352,416,768,5,1,4.0,768,432,1200,1,0,3,1,3,0,1,240,0,0,130500,75437
69.0,12155,6,1925,1950,0.0,3,3,3.0,156,516,672,3,0,4.0,810,672,1482,2,0,4,1,2,0,1,400,0,0,140000,62627
60.0,10440,5,1904,2002,0.0,3,5,3.0,0,650,650,4,1,4.0,958,581,1539,2,0,3,1,4,1,2,686,70,78,157500,99673
82.0,9020,6,1966,1966,183.0,3,2,3.0,312,276,1127,3,1,4.0,1165,0,1165,1,1,3,1,3,0,2,490,0,129,174900,386760
80.0,8000,5,1961,1961,0.0,3,2,3.0,0,1800,1800,5,0,4.0,1800,0,1800,2,0,6,2,3,0,0,0,0,0,141000,82337
100.0,12665,5,1915,1950,0.0,3,3,3.0,0,876,876,4,1,4.0,876,540,1416,1,1,4,1,3,1,3,720,418,0,153900,112672
69.0,16647,5,1975,1981,0.0,3,2,4.0,1390,0,1390,3,1,4.0,1701,0,1701,2,0,3,1,3,2,2,611,0,0,171000,139072
75.0,9317,7,1993,1993,137.0,4,5,4.0,513,227,740,5,1,4.0,1006,769,1775,2,1,3,1,4,1,2,425,234,72,213000,195745
36.0,15523,5,1972,1972,0.0,3,2,3.0,460,404,864,5,1,4.0,864,0,864,1,0,3,1,3,1,1,338,0,0,133500,83715
75.0,45600,6,1908,1997,0.0,3,3,3.0,0,907,907,3,1,4.0,1307,1051,2358,3,0,5,1,3,1,2,360,486,40,240000,91098
80.0,9600,6,1976,1994,360.0,4,2,3.0,0,528,528,5,1,4.0,1094,761,1855,2,1,3,1,3,1,2,512,113,100,187000,129818
36.0,4435,6,2003,2003,170.0,4,5,4.0,659,189,848,5,1,4.0,848,0,848,1,0,1,1,4,0,2,420,140,0,131500,190296
69.0,3196,8,2003,2003,40.0,4,5,4.0,0,1273,1273,5,1,4.0,1456,0,1456,2,0,2,1,4,1,2,400,143,20,215000,194364
53.0,7128,7,1941,1950,0.0,3,2,3.0,364,554,918,4,1,4.0,918,728,1646,2,0,4,1,3,2,1,240,0,0,164000,125047
69.0,12095,6,1964,1964,115.0,3,2,3.0,564,563,1127,3,1,4.0,1445,0,1445,1,1,3,1,3,1,2,645,180,0,158000,86295
102.0,17920,5,1955,1974,0.0,3,2,3.0,306,372,1763,3,1,4.0,1779,0,1779,1,1,3,1,3,1,2,454,0,418,170000,654443
69.0,6897,5,1962,2010,0.0,3,2,3.0,659,381,1040,5,1,4.0,1040,0,1040,1,1,3,1,3,0,1,260,0,104,127000,70797
69.0,10970,6,1978,1978,0.0,3,2,4.0,505,0,940,3,1,4.0,1026,0,1026,1,0,3,1,3,0,2,576,0,0,147000,351170
65.0,8125,6,1994,1995,0.0,3,5,4.0,0,702,702,4,1,4.0,702,779,1481,2,1,3,1,3,1,2,343,0,36,174000,174428
80.0,10400,7,1976,1976,189.0,3,2,4.0,0,1090,1090,3,1,4.0,1370,0,1370,2,0,3,1,3,1,2,479,0,0,152000,144640
69.0,11029,6,1968,1984,220.0,3,2,3.0,619,435,1054,3,1,4.0,1512,1142,2654,2,1,4,1,4,1,2,619,0,65,250000,129081
55.0,7642,7,1918,1998,0.0,4,3,3.0,0,912,912,4,1,4.0,912,514,1426,1,1,3,1,4,1,1,216,0,240,189950,111886
75.0,11625,5,1965,1965,0.0,3,5,3.0,841,198,1039,5,1,4.0,1039,0,1039,1,1,3,1,3,0,2,504,0,0,131500,98426
81.0,9672,6,1984,1985,0.0,3,5,4.0,338,702,1040,3,1,4.0,1097,0,1097,2,0,3,1,3,0,2,480,0,0,152000,135176
70.0,7931,5,1959,1959,0.0,3,2,3.0,1148,0,1148,3,1,4.0,1148,0,1148,1,0,3,1,3,0,1,672,0,0,132500,59336
72.0,8640,7,2007,2008,0.0,4,5,5.0,0,1372,1372,5,1,4.0,1372,0,1372,2,0,3,1,4,0,2,529,0,140,250580,202553
69.0,8750,5,1970,1970,76.0,3,2,3.0,828,174,1002,3,1,4.0,1002,0,1002,1,0,3,1,3,0,2,902,0,0,148500,93013
67.0,10656,8,2006,2007,274.0,4,5,4.0,0,1638,1638,5,1,4.0,1646,0,1646,2,0,3,1,4,1,3,870,192,80,248900,251910
85.0,6970,4,1961,1961,0.0,3,2,3.0,932,108,1040,3,1,4.0,1120,0,1120,1,1,3,1,2,0,2,544,168,0,129000,55842
69.0,14762,5,1948,1950,0.0,3,1,4.0,0,0,0,4,1,4.0,1547,720,2320,2,0,2,1,3,1,2,672,120,144,169000,65609
80.0,9938,7,1993,1994,246.0,4,5,4.0,750,300,1050,5,1,4.0,1062,887,1949,2,1,3,1,4,1,2,574,156,90,236000,233490
60.0,6600,5,1962,1962,0.0,3,2,3.0,0,894,894,4,0,4.0,894,0,894,1,0,2,1,3,0,1,308,0,0,109500,66176
70.0,8750,6,1998,1998,116.0,3,5,4.0,505,299,804,5,1,4.0,804,878,1682,2,1,3,1,4,0,2,523,0,77,200500,185324
74.0,8892,5,1953,1996,0.0,4,4,3.0,0,105,105,4,1,4.0,910,0,910,1,0,3,1,4,0,2,414,196,0,116000,40252
60.0,12144,5,1949,1950,0.0,4,2,3.0,375,457,832,4,1,4.0,1036,0,1268,1,0,3,1,3,1,1,288,0,28,133000,435948
52.0,5720,5,1941,1950,0.0,3,2,3.0,0,676,676,5,1,4.0,676,455,1131,1,1,3,1,3,0,1,200,26,0,66500,59348
75.0,9000,8,2007,2007,0.0,4,5,4.0,64,1120,1184,5,1,4.0,1184,1426,2610,2,1,4,1,5,1,2,550,208,364,303477,215834
94.0,25286,4,1963,1963,0.0,3,5,3.0,633,431,1064,4,1,4.0,1040,0,1040,1,0,3,1,3,0,2,648,0,0,132250,83401
74.0,8834,9,2004,2005,216.0,4,5,5.0,1170,292,1462,5,1,4.0,1462,762,2224,2,1,4,1,5,1,3,738,184,0,350000,323735
88.0,11782,5,1961,1995,0.0,3,2,3.0,899,210,1109,3,1,4.0,1155,0,1155,1,0,3,1,4,0,2,576,192,0,148000,95863
69.0,7000,5,1978,2005,90.0,4,2,3.0,646,218,864,5,1,4.0,864,0,864,1,0,3,1,3,0,1,336,0,0,136500,102250
60.0,7024,5,2005,2006,0.0,3,5,5.0,980,110,1090,4,1,4.0,1090,0,1090,1,1,2,1,3,0,2,450,0,49,157000,166744
44.0,13758,7,1990,1991,117.0,4,2,4.0,902,254,1156,5,1,4.0,1187,530,1717,2,1,3,1,4,1,2,400,168,36,187500,212110
69.0,9636,6,1992,1993,0.0,3,5,4.0,0,808,808,4,1,4.0,808,785,1593,2,1,3,1,3,1,2,389,342,40,178000,166100
60.0,6204,4,1912,1950,0.0,4,5,3.0,0,795,795,3,0,4.0,954,795,2230,1,0,5,1,3,0,1,440,0,188,118500,821163
65.0,7150,5,1967,1967,60.0,3,2,3.0,432,460,892,3,1,4.0,892,0,892,1,0,3,1,3,0,1,288,0,0,100000,64108
50.0,5119,9,1999,2000,60.0,4,5,5.0,1238,460,1698,5,1,4.0,1709,0,1709,2,0,2,1,4,1,2,506,97,65,328900,255719
70.0,8393,5,1959,2005,122.0,3,2,3.0,528,1098,1626,5,1,4.0,1712,0,1712,2,0,4,2,3,0,2,588,272,54,145000,132938
59.0,16466,5,1955,1955,0.0,3,5,3.0,0,816,816,3,1,4.0,872,521,1393,1,1,3,1,3,0,1,300,121,0,135500,56756
95.0,15865,8,1970,1970,0.0,4,5,3.0,351,1043,2217,5,1,4.0,2217,0,2217,2,0,4,1,4,1,2,621,81,207,268000,599778
128.0,12160,6,1953,1953,90.0,3,2,3.0,1024,481,1505,5,1,4.0,1505,0,1505,1,0,2,1,3,1,2,505,0,0,149500,120280
60.0,8064,5,1949,2006,0.0,3,2,3.0,0,672,672,5,1,4.0,672,252,924,1,0,3,1,3,1,2,576,0,0,122900,114484
70.0,11184,6,1978,1978,92.0,3,2,3.0,226,192,918,4,1,4.0,918,765,1683,2,1,3,1,3,1,2,440,243,0,172500,412882
70.0,8414,6,1963,2003,0.0,3,2,3.0,663,396,1059,3,1,4.0,1068,0,1068,1,0,3,1,3,0,1,264,192,0,154500,74276
69.0,13284,5,1954,1954,0.0,3,5,4.0,1064,319,1383,3,1,4.0,1383,0,1383,1,0,3,1,3,1,1,354,511,116,165000,90373
64.0,7018,5,1979,1979,0.0,3,1,4.0,0,0,0,3,1,4.0,1535,0,1535,2,0,4,2,3,0,2,400,0,0,118858,7845
71.0,7056,6,1963,1963,415.0,3,2,3.0,400,380,780,3,1,4.0,983,813,1796,1,1,4,1,3,1,2,483,0,50,140000,139229
50.0,8765,4,1936,1950,0.0,3,3,3.0,285,666,951,5,0,4.0,951,0,951,1,0,2,1,3,0,1,327,0,28,106500,56534
64.0,7018,5,1979,1979,0.0,3,1,4.0,0,0,0,3,1,4.0,1120,1120,2240,2,0,6,2,3,0,2,528,154,0,142953,61199
100.0,12919,9,2009,2010,760.0,5,5,5.0,2188,142,2330,5,1,4.0,2364,0,2364,2,1,2,1,5,2,3,820,0,67,611657,402984
65.0,6993,5,1961,1994,0.0,3,2,3.0,465,447,912,3,1,4.0,1236,0,1236,1,0,3,1,3,1,1,288,0,0,135000,53643
69.0,7340,4,1971,1971,0.0,3,2,3.0,322,536,858,3,1,4.0,858,0,858,1,0,2,1,3,0,1,684,0,0,110000,48157
64.0,8712,5,1957,2000,0.0,3,2,3.0,860,132,992,3,1,4.0,1306,0,1306,1,0,2,1,3,0,1,756,0,0,153000,39460
63.0,7875,7,2003,2003,0.0,4,5,4.0,0,783,783,5,1,4.0,807,702,1509,2,1,3,1,4,1,2,393,0,75,180000,207588
50.0,14859,7,2006,2006,27.0,4,5,4.0,0,1670,1670,5,1,4.0,1670,0,1670,2,0,3,1,4,1,3,690,144,60,240000,223847
69.0,6173,5,1967,1967,75.0,3,2,3.0,599,277,876,3,1,4.0,902,0,902,1,0,3,1,3,0,1,288,0,0,125500,64846
80.0,9920,5,1954,1954,110.0,3,2,3.0,354,412,1056,3,1,4.0,1063,0,1063,1,0,3,1,3,0,1,280,0,0,128000,218601
116.0,13501,8,2006,2006,208.0,4,5,4.0,63,1560,1623,5,1,4.0,1636,0,1636,2,0,3,1,4,1,3,865,0,60,255000,248474
86.0,11500,7,1936,1987,0.0,4,2,4.0,223,794,1017,4,1,4.0,1020,1037,2057,1,1,3,1,4,1,1,180,0,0,250000,163869
69.0,8885,5,1983,1983,0.0,3,2,4.0,301,239,864,3,1,4.0,902,0,902,1,0,2,1,3,0,2,484,164,0,131000,284951
